Resistance Fitness Multiplier,Introduction Frequency,Generations to 99% drive-carrying individuals
0.1,0.69,6
0.1,0.7,6
0.1,0.71,6
0.1,0.72,5.8
0.1,0.73,5.1
0.1,0.74,5
0.1,0.75,5
0.1,0.76,5
0.1,0.77,5
0.1,0.78,5
0.1,0.79,4.2
0.1,0.8,4
0.1,0.81,4
0.1,0.82,4
0.1,0.83,4
0.1,0.84,4
0.1,0.85,4
0.1,0.86,3.1
0.1,0.87,3
0.1,0.88,3
0.1,0.89,3
0.1,0.9,2
0.1,0.91,1
0.1,0.92,1
0.1,0.93,1
0.1,0.94,1
0.1,0.95,1
0.1,0.96,1
0.1,0.97,1
0.1,0.98,1
0.1,0.99,1
0.1,1,1
0.11,0.5,1000
0.11,0.51,1000
0.11,0.52,1000
0.11,0.53,1000
0.11,0.54,1000
0.11,0.55,1000
0.11,0.56,20
0.11,0.57,14.5
0.11,0.58,12
0.11,0.59,10.5
0.11,0.6,9.7
0.11,0.61,8.9
0.11,0.62,8.5
0.11,0.63,8
0.11,0.64,7.9
0.11,0.65,7
0.11,0.66,7
0.11,0.67,7
0.11,0.68,6
0.11,0.69,6
0.11,0.7,6
0.11,0.71,6
0.11,0.72,5.8
0.11,0.73,5
0.11,0.74,5
0.11,0.75,5
0.11,0.76,5
0.11,0.77,5
0.11,0.78,4.9
0.11,0.79,4.5
0.11,0.8,4
0.11,0.81,4
0.11,0.82,4
0.11,0.83,4
0.11,0.84,4
0.11,0.85,3.9
0.11,0.86,3.2
0.11,0.87,3
0.11,0.88,3
0.11,0.89,3
0.11,0.9,2
0.11,0.91,1
0.11,0.92,1
0.11,0.93,1
0.11,0.94,1
0.11,0.95,1
0.11,0.96,1
0.11,0.97,1
0.11,0.98,1
0.11,0.99,1
0.11,1,1
0.12,0.5,1000
0.12,0.51,1000
0.12,0.52,1000
0.12,0.53,1000
0.12,0.54,1000
0.12,0.55,1000
0.12,0.56,15.667
0.12,0.57,13.2
0.12,0.58,11.3
0.12,0.59,10.4
0.12,0.6,9.6
0.12,0.61,8.9
0.12,0.62,8.3
0.12,0.63,8
0.12,0.64,7.7
0.12,0.65,7
0.12,0.66,7
0.12,0.67,6.9
0.12,0.68,6.2
0.12,0.69,6
0.12,0.7,6
0.12,0.71,6
0.12,0.72,6
0.12,0.73,5.4
0.12,0.74,5
0.12,0.75,5
0.12,0.76,5
0.12,0.77,5
0.12,0.78,5
0.12,0.79,4.3
0.12,0.8,4
0.12,0.81,4
0.12,0.82,4
0.12,0.83,4
0.12,0.84,4
0.12,0.85,4
0.12,0.86,3.2
0.12,0.87,3
0.12,0.88,3
0.12,0.89,3
0.12,0.9,2
0.12,0.91,1
0.12,0.92,1
0.12,0.93,1
0.12,0.94,1
0.12,0.95,1
0.12,0.96,1
0.12,0.97,1
0.12,0.98,1
0.12,0.99,1
0.12,1,1
0.13,0.5,1000
0.13,0.51,1000
0.13,0.52,1000
0.13,0.53,1000
0.13,0.54,1000
0.13,0.55,20
0.13,0.56,17
0.13,0.57,12.6
0.13,0.58,11
0.13,0.59,10.1
0.13,0.6,9.2
0.13,0.61,8.9
0.13,0.62,8.2
0.13,0.63,8
0.13,0.64,7.8
0.13,0.65,7
0.13,0.66,7
0.13,0.67,7
0.13,0.68,6.3
0.13,0.69,6
0.13,0.7,6
0.13,0.71,6
0.13,0.72,5.9
0.13,0.73,5.2
0.13,0.74,5
0.13,0.75,5
0.13,0.76,5
0.13,0.77,5
0.13,0.78,5
0.13,0.79,4.3
0.13,0.8,4
0.13,0.81,4
0.13,0.82,4
0.13,0.83,4
0.13,0.84,4
0.13,0.85,4
0.13,0.86,3.3
0.13,0.87,3
0.13,0.88,3
0.13,0.89,3
0.13,0.9,2
0.13,0.91,1
0.13,0.92,1
0.13,0.93,1
0.13,0.94,1
0.13,0.95,1
0.13,0.96,1
0.13,0.97,1
0.13,0.98,1
0.13,0.99,1
0.13,1,1
0.14,0.5,1000
0.14,0.51,1000
0.14,0.52,1000
0.14,0.53,1000
0.14,0.54,1000
0.14,0.55,19.5
0.14,0.56,14.1
0.14,0.57,11.9
0.14,0.58,11.1
0.14,0.59,9.9
0.14,0.6,9.1
0.14,0.61,8.7
0.14,0.62,8
0.14,0.63,8
0.14,0.64,7.8
0.14,0.65,7
0.14,0.66,7
0.14,0.67,6.9
0.14,0.68,6.1
0.14,0.69,6
0.14,0.7,6
0.14,0.71,6
0.14,0.72,5.9
0.14,0.73,5.3
0.14,0.74,5
0.14,0.75,5
0.14,0.76,5
0.14,0.77,5
0.14,0.78,5
0.14,0.79,4.8
0.14,0.8,4
0.14,0.81,4
0.14,0.82,4
0.14,0.83,4
0.14,0.84,4
0.14,0.85,4
0.14,0.86,3.5
0.14,0.87,3
0.14,0.88,3
0.14,0.89,3
0.14,0.9,1.6
0.14,0.91,1
0.14,0.92,1
0.14,0.93,1
0.14,0.94,1
0.14,0.95,1
0.14,0.96,1
0.14,0.97,1
0.14,0.98,1
0.14,0.99,1
0.14,1,1
0.15,0.5,1000
0.15,0.51,1000
0.15,0.52,1000
0.15,0.53,1000
0.15,0.54,1000
0.15,0.55,18
0.15,0.56,13.1
0.15,0.57,11.5
0.15,0.58,10.4
0.15,0.59,9.9
0.15,0.6,9
0.15,0.61,9
0.15,0.62,8
0.15,0.63,8
0.15,0.64,7.4
0.15,0.65,7.1
0.15,0.66,7
0.15,0.67,7
0.15,0.68,6.6
0.15,0.69,6
0.15,0.7,6
0.15,0.71,6
0.15,0.72,6
0.15,0.73,5.3
0.15,0.74,5
0.15,0.75,5
0.15,0.76,5
0.15,0.77,5
0.15,0.78,5
0.15,0.79,4.6
0.15,0.8,4.1
0.15,0.81,4
0.15,0.82,4
0.15,0.83,4
0.15,0.84,4
0.15,0.85,4
0.15,0.86,3.7
0.15,0.87,3
0.15,0.88,3
0.15,0.89,3
0.15,0.9,2.4
0.15,0.91,1
0.15,0.92,1
0.15,0.93,1
0.15,0.94,1
0.15,0.95,1
0.15,0.96,1
0.15,0.97,1
0.15,0.98,1
0.15,0.99,1
0.15,1,1
0.16,0.5,1000
0.16,0.51,1000
0.16,0.52,1000
0.16,0.53,1000
0.16,0.54,22.333
0.16,0.55,15.1
0.16,0.56,12.2
0.16,0.57,11.3
0.16,0.58,10.3
0.16,0.59,9.9
0.16,0.6,9
0.16,0.61,8.8
0.16,0.62,8.1
0.16,0.63,8
0.16,0.64,7.6
0.16,0.65,7
0.16,0.66,7
0.16,0.67,7
0.16,0.68,6.7
0.16,0.69,6
0.16,0.7,6
0.16,0.71,6
0.16,0.72,6
0.16,0.73,5.8
0.16,0.74,5
0.16,0.75,5
0.16,0.76,5
0.16,0.77,5
0.16,0.78,5
0.16,0.79,4.9
0.16,0.8,4.3
0.16,0.81,4
0.16,0.82,4
0.16,0.83,4
0.16,0.84,4
0.16,0.85,4
0.16,0.86,3.4
0.16,0.87,3
0.16,0.88,3
0.16,0.89,3
0.16,0.9,2.4
0.16,0.91,1
0.16,0.92,1
0.16,0.93,1
0.16,0.94,1
0.16,0.95,1
0.16,0.96,1
0.16,0.97,1
0.16,0.98,1
0.16,0.99,1
0.16,1,1
0.17,0.5,1000
0.17,0.51,1000
0.17,0.52,1000
0.17,0.53,1000
0.17,0.54,17.8
0.17,0.55,13.9
0.17,0.56,12.2
0.17,0.57,10.8
0.17,0.58,10.2
0.17,0.59,9.5
0.17,0.6,9
0.17,0.61,8.9
0.17,0.62,8
0.17,0.63,8
0.17,0.64,7.6
0.17,0.65,7
0.17,0.66,7
0.17,0.67,7
0.17,0.68,6.3
0.17,0.69,6
0.17,0.7,6
0.17,0.71,6
0.17,0.72,6
0.17,0.73,5.8
0.17,0.74,5.1
0.17,0.75,5
0.17,0.76,5
0.17,0.77,5
0.17,0.78,5
0.17,0.79,5
0.17,0.8,4.2
0.17,0.81,4
0.17,0.82,4
0.17,0.83,4
0.17,0.84,4
0.17,0.85,4
0.17,0.86,3.7
0.17,0.87,3
0.17,0.88,3
0.17,0.89,3
0.17,0.9,2
0.17,0.91,1
0.17,0.92,1
0.17,0.93,1
0.17,0.94,1
0.17,0.95,1
0.17,0.96,1
0.17,0.97,1
0.17,0.98,1
0.17,0.99,1
0.17,1,1
0.18,0.5,1000
0.18,0.51,1000
0.18,0.52,1000
0.18,0.53,20
0.18,0.54,17.5
0.18,0.55,13.3
0.18,0.56,11.9
0.18,0.57,10.9
0.18,0.58,10.1
0.18,0.59,9.1
0.18,0.6,9
0.18,0.61,8.8
0.18,0.62,8
0.18,0.63,8
0.18,0.64,7.5
0.18,0.65,7
0.18,0.66,7
0.18,0.67,7
0.18,0.68,6.8
0.18,0.69,6
0.18,0.7,6
0.18,0.71,6
0.18,0.72,6
0.18,0.73,5.7
0.18,0.74,5
0.18,0.75,5
0.18,0.76,5
0.18,0.77,5
0.18,0.78,5
0.18,0.79,5
0.18,0.8,4.3
0.18,0.81,4
0.18,0.82,4
0.18,0.83,4
0.18,0.84,4
0.18,0.85,4
0.18,0.86,3.7
0.18,0.87,3
0.18,0.88,3
0.18,0.89,3
0.18,0.9,1.4
0.18,0.91,1
0.18,0.92,1
0.18,0.93,1
0.18,0.94,1
0.18,0.95,1
0.18,0.96,1
0.18,0.97,1
0.18,0.98,1
0.18,0.99,1
0.18,1,1
0.19,0.5,1000
0.19,0.51,1000
0.19,0.52,1000
0.19,0.53,20.5
0.19,0.54,14.9
0.19,0.55,12.8
0.19,0.56,11.5
0.19,0.57,11
0.19,0.58,10
0.19,0.59,9.1
0.19,0.6,9
0.19,0.61,8.3
0.19,0.62,8
0.19,0.63,7.9
0.19,0.64,7.8
0.19,0.65,7
0.19,0.66,7
0.19,0.67,7
0.19,0.68,6.6
0.19,0.69,6.1
0.19,0.7,6
0.19,0.71,6
0.19,0.72,6
0.19,0.73,6
0.19,0.74,5.1
0.19,0.75,5
0.19,0.76,5
0.19,0.77,5
0.19,0.78,5
0.19,0.79,5
0.19,0.8,4.4
0.19,0.81,4
0.19,0.82,4
0.19,0.83,4
0.19,0.84,4
0.19,0.85,4
0.19,0.86,3.9
0.19,0.87,3
0.19,0.88,3
0.19,0.89,3
0.19,0.9,1.2
0.19,0.91,1
0.19,0.92,1
0.19,0.93,1
0.19,0.94,1
0.19,0.95,1
0.19,0.96,1
0.19,0.97,1
0.19,0.98,1
0.19,0.99,1
0.19,1,1
0.2,0.5,1000
0.2,0.51,1000
0.2,0.52,1000
0.2,0.53,16.667
0.2,0.54,14.3
0.2,0.55,12.1
0.2,0.56,11.2
0.2,0.57,10.3
0.2,0.58,10
0.2,0.59,9
0.2,0.6,9
0.2,0.61,8.8
0.2,0.62,8
0.2,0.63,7.9
0.2,0.64,7.5
0.2,0.65,7
0.2,0.66,7
0.2,0.67,7
0.2,0.68,6.7
0.2,0.69,6
0.2,0.7,6
0.2,0.71,6
0.2,0.72,6
0.2,0.73,6
0.2,0.74,5.2
0.2,0.75,5
0.2,0.76,5
0.2,0.77,5
0.2,0.78,5
0.2,0.79,5
0.2,0.8,4.8
0.2,0.81,4.1
0.2,0.82,4
0.2,0.83,4
0.2,0.84,4
0.2,0.85,4
0.2,0.86,3.8
0.2,0.87,3
0.2,0.88,3
0.2,0.89,3
0.2,0.9,2
0.2,0.91,1
0.2,0.92,1
0.2,0.93,1
0.2,0.94,1
0.2,0.95,1
0.2,0.96,1
0.2,0.97,1
0.2,0.98,1
0.2,0.99,1
0.2,1,1
0.21,0.5,1000
0.21,0.51,1000
0.21,0.52,20
0.21,0.53,15.7
0.21,0.54,13
0.21,0.55,12
0.21,0.56,11.1
0.21,0.57,10
0.21,0.58,10
0.21,0.59,9.1
0.21,0.6,9
0.21,0.61,8.4
0.21,0.62,8
0.21,0.63,8
0.21,0.64,7.3
0.21,0.65,7
0.21,0.66,7
0.21,0.67,7
0.21,0.68,6.6
0.21,0.69,6
0.21,0.7,6
0.21,0.71,6
0.21,0.72,6
0.21,0.73,6
0.21,0.74,5.1
0.21,0.75,5
0.21,0.76,5
0.21,0.77,5
0.21,0.78,5
0.21,0.79,5
0.21,0.8,4.8
0.21,0.81,4.1
0.21,0.82,4
0.21,0.83,4
0.21,0.84,4
0.21,0.85,4
0.21,0.86,3.8
0.21,0.87,3.1
0.21,0.88,3
0.21,0.89,3
0.21,0.9,1.8
0.21,0.91,1
0.21,0.92,1
0.21,0.93,1
0.21,0.94,1
0.21,0.95,1
0.21,0.96,1
0.21,0.97,1
0.21,0.98,1
0.21,0.99,1
0.21,1,1
0.22,0.5,1000
0.22,0.51,1000
0.22,0.52,20.625
0.22,0.53,15.1
0.22,0.54,12.8
0.22,0.55,11.8
0.22,0.56,11
0.22,0.57,10.1
0.22,0.58,9.8
0.22,0.59,9.1
0.22,0.6,9
0.22,0.61,8.2
0.22,0.62,8
0.22,0.63,8
0.22,0.64,7.9
0.22,0.65,7
0.22,0.66,7
0.22,0.67,7
0.22,0.68,6.9
0.22,0.69,6.1
0.22,0.7,6
0.22,0.71,6
0.22,0.72,6
0.22,0.73,6
0.22,0.74,5.6
0.22,0.75,5
0.22,0.76,5
0.22,0.77,5
0.22,0.78,5
0.22,0.79,5
0.22,0.8,5
0.22,0.81,4
0.22,0.82,4
0.22,0.83,4
0.22,0.84,4
0.22,0.85,4
0.22,0.86,3.7
0.22,0.87,3
0.22,0.88,3
0.22,0.89,3
0.22,0.9,2.2
0.22,0.91,1
0.22,0.92,1
0.22,0.93,1
0.22,0.94,1
0.22,0.95,1
0.22,0.96,1
0.22,0.97,1
0.22,0.98,1
0.22,0.99,1
0.22,1,1
0.23,0.5,1000
0.23,0.51,20.333
0.23,0.52,17.3
0.23,0.53,13.9
0.23,0.54,12.5
0.23,0.55,11.5
0.23,0.56,10.8
0.23,0.57,10
0.23,0.58,9.8
0.23,0.59,9.1
0.23,0.6,9
0.23,0.61,8.3
0.23,0.62,8
0.23,0.63,8
0.23,0.64,7.9
0.23,0.65,7
0.23,0.66,7
0.23,0.67,7
0.23,0.68,7
0.23,0.69,6.4
0.23,0.7,6
0.23,0.71,6
0.23,0.72,6
0.23,0.73,6
0.23,0.74,5.8
0.23,0.75,5
0.23,0.76,5
0.23,0.77,5
0.23,0.78,5
0.23,0.79,5
0.23,0.8,4.9
0.23,0.81,4.2
0.23,0.82,4
0.23,0.83,4
0.23,0.84,4
0.23,0.85,4
0.23,0.86,4
0.23,0.87,3.1
0.23,0.88,3
0.23,0.89,3
0.23,0.9,2
0.23,0.91,1
0.23,0.92,1
0.23,0.93,1
0.23,0.94,1
0.23,0.95,1
0.23,0.96,1
0.23,0.97,1
0.23,0.98,1
0.23,0.99,1
0.23,1,1
0.24,0.5,1000
0.24,0.51,21.444
0.24,0.52,15.2
0.24,0.53,13.6
0.24,0.54,12.2
0.24,0.55,11.4
0.24,0.56,10.8
0.24,0.57,10
0.24,0.58,9.8
0.24,0.59,9
0.24,0.6,8.9
0.24,0.61,8.3
0.24,0.62,8
0.24,0.63,8
0.24,0.64,7.8
0.24,0.65,7
0.24,0.66,7
0.24,0.67,7
0.24,0.68,7
0.24,0.69,6.7
0.24,0.7,6
0.24,0.71,6
0.24,0.72,6
0.24,0.73,6
0.24,0.74,6
0.24,0.75,5
0.24,0.76,5
0.24,0.77,5
0.24,0.78,5
0.24,0.79,5
0.24,0.8,5
0.24,0.81,4.2
0.24,0.82,4
0.24,0.83,4
0.24,0.84,4
0.24,0.85,4
0.24,0.86,4
0.24,0.87,3.1
0.24,0.88,3
0.24,0.89,3
0.24,0.9,2
0.24,0.91,1
0.24,0.92,1
0.24,0.93,1
0.24,0.94,1
0.24,0.95,1
0.24,0.96,1
0.24,0.97,1
0.24,0.98,1
0.24,0.99,1
0.24,1,1
0.25,0.5,1000
0.25,0.51,18.4
0.25,0.52,14.5
0.25,0.53,12.9
0.25,0.54,12.1
0.25,0.55,11.2
0.25,0.56,10.9
0.25,0.57,10
0.25,0.58,9.7
0.25,0.59,9
0.25,0.6,9
0.25,0.61,8.4
0.25,0.62,8
0.25,0.63,8
0.25,0.64,7.8
0.25,0.65,7
0.25,0.66,7
0.25,0.67,7
0.25,0.68,6.9
0.25,0.69,6.6
0.25,0.7,6
0.25,0.71,6
0.25,0.72,6
0.25,0.73,6
0.25,0.74,6
0.25,0.75,5.4
0.25,0.76,5
0.25,0.77,5
0.25,0.78,5
0.25,0.79,5
0.25,0.8,5
0.25,0.81,4.6
0.25,0.82,4
0.25,0.83,4
0.25,0.84,4
0.25,0.85,4
0.25,0.86,3.9
0.25,0.87,3.3
0.25,0.88,3
0.25,0.89,3
0.25,0.9,2.6
0.25,0.91,1
0.25,0.92,1
0.25,0.93,1
0.25,0.94,1
0.25,0.95,1
0.25,0.96,1
0.25,0.97,1
0.25,0.98,1
0.25,0.99,1
0.25,1,1
0.26,0.5,23.333
