Resistance Fitness Multiplier,Introduction Frequency,Generations to 99% drive-carrying individuals
0.04,0.68,1000
0.04,0.69,1000
0.04,0.7,1000
0.04,0.71,1000
0.04,0.72,1000
0.04,0.73,1000
0.04,0.74,1000
0.04,0.75,1000
0.04,0.76,1000
0.04,0.77,1000
0.04,0.78,1000
0.04,0.79,1000
0.04,0.8,1000
0.04,0.81,1000
0.04,0.82,1000
0.04,0.83,1000
0.04,0.84,1000
0.04,0.85,1000
0.04,0.86,1000
0.04,0.87,1000
0.04,0.88,1000
0.04,0.89,1000
0.04,0.9,1000
0.04,0.91,1000
0.04,0.92,1000
0.04,0.93,1000
0.04,0.94,19
0.04,0.95,26
0.04,0.96,18
0.04,0.97,19.75
0.04,0.98,14
0.04,0.99,9.2
0.04,1,4.8
0.05,0.6,1000
0.05,0.61,1000
0.05,0.62,1000
0.05,0.63,1000
0.05,0.64,1000
0.05,0.65,1000
0.05,0.66,1000
0.05,0.67,1000
0.05,0.68,1000
0.05,0.69,1000
0.05,0.7,1000
0.05,0.71,1000
0.05,0.72,1000
0.05,0.73,1000
0.05,0.74,1000
0.05,0.75,1000
0.05,0.76,1000
0.05,0.77,1000
0.05,0.78,1000
0.05,0.79,1000
0.05,0.8,1000
0.05,0.81,1000
0.05,0.82,1000
0.05,0.83,1000
0.05,0.84,1000
0.05,0.85,1000
0.05,0.86,1000
0.05,0.87,1000
0.05,0.88,1000
0.05,0.89,1000
0.05,0.9,1000
0.05,0.91,1000
0.05,0.92,1000
0.05,0.93,1000
0.05,0.94,1000
0.05,0.95,1000
0.05,0.96,20
0.05,0.97,16.333
0.05,0.98,17.333
0.05,0.99,11.778
0.05,1,5.6
0.06,0.6,1000
0.06,0.61,1000
0.06,0.62,1000
0.06,0.63,1000
0.06,0.64,1000
0.06,0.65,1000
0.06,0.66,1000
0.06,0.67,1000
0.06,0.68,1000
0.06,0.69,1000
0.06,0.7,1000
0.06,0.71,1000
0.06,0.72,1000
0.06,0.73,1000
0.06,0.74,1000
0.06,0.75,1000
0.06,0.76,1000
0.06,0.77,1000
0.06,0.78,1000
0.06,0.79,1000
0.06,0.8,1000
0.06,0.81,1000
0.06,0.82,1000
0.06,0.83,1000
0.06,0.84,1000
0.06,0.85,1000
0.06,0.86,1000
0.06,0.87,1000
0.06,0.88,1000
0.06,0.89,1000
0.06,0.9,1000
0.06,0.91,1000
0.06,0.92,1000
0.06,0.93,1000
0.06,0.94,1000
0.06,0.95,1000
0.06,0.96,22
0.06,0.97,18.25
0.06,0.98,14
0.06,0.99,8.5
0.06,1,6.8
0.07,0.6,1000
0.07,0.61,1000
0.07,0.62,1000
0.07,0.63,1000
0.07,0.64,1000
0.07,0.65,1000
0.07,0.66,1000
0.07,0.67,1000
0.07,0.68,1000
0.07,0.69,1000
0.07,0.7,1000
0.07,0.71,1000
0.07,0.72,1000
0.07,0.73,1000
0.07,0.74,1000
0.07,0.75,1000
0.07,0.76,1000
0.07,0.77,1000
0.07,0.78,1000
0.07,0.79,1000
0.07,0.8,1000
0.07,0.81,1000
0.07,0.82,1000
0.07,0.83,1000
0.07,0.84,1000
0.07,0.85,1000
0.07,0.86,1000
0.07,0.87,1000
0.07,0.88,1000
0.07,0.89,1000
0.07,0.9,1000
0.07,0.91,1000
0.07,0.92,1000
0.07,0.93,1000
0.07,0.94,1000
0.07,0.95,1000
0.07,0.96,23.5
0.07,0.97,26.857
0.07,0.98,15.778
0.07,0.99,11.333
0.07,1,6.9
0.08,0.6,1000
0.08,0.61,1000
0.08,0.62,1000
0.08,0.63,1000
0.08,0.64,1000
0.08,0.65,1000
0.08,0.66,1000
0.08,0.67,1000
0.08,0.68,1000
0.08,0.69,1000
0.08,0.7,1000
0.08,0.71,1000
0.08,0.72,1000
0.08,0.73,1000
0.08,0.74,1000
0.08,0.75,1000
0.08,0.76,1000
0.08,0.77,1000
0.08,0.78,1000
0.08,0.79,1000
0.08,0.8,1000
0.08,0.81,1000
0.08,0.82,1000
0.08,0.83,1000
0.08,0.84,1000
0.08,0.85,1000
0.08,0.86,1000
0.08,0.87,1000
0.08,0.88,1000
0.08,0.89,1000
0.08,0.9,1000
0.08,0.91,1000
0.08,0.92,1000
0.08,0.93,1000
0.08,0.94,1000
0.08,0.95,1000
0.08,0.96,22
0.08,0.97,34.333
0.08,0.98,15.857
0.08,0.99,14.4
0.08,1,7.9
0.09,0.6,1000
0.09,0.61,1000
0.09,0.62,1000
0.09,0.63,1000
0.09,0.64,1000
0.09,0.65,1000
0.09,0.66,1000
0.09,0.67,1000
0.09,0.68,1000
0.09,0.69,1000
0.09,0.7,1000
0.09,0.71,1000
0.09,0.72,1000
0.09,0.73,1000
0.09,0.74,1000
0.09,0.75,1000
0.09,0.76,1000
0.09,0.77,1000
0.09,0.78,1000
0.09,0.79,1000
0.09,0.8,1000
0.09,0.81,1000
0.09,0.82,1000
0.09,0.83,1000
0.09,0.84,1000
0.09,0.85,1000
0.09,0.86,1000
0.09,0.87,1000
0.09,0.88,1000
0.09,0.89,1000
0.09,0.9,1000
0.09,0.91,1000
0.09,0.92,1000
0.09,0.93,1000
0.09,0.94,1000
0.09,0.95,1000
0.09,0.96,20
0.09,0.97,21.889
0.09,0.98,19.7
0.09,0.99,12.8
0.09,1,9.6
0.1,0.6,1000
0.1,0.61,1000
0.1,0.62,1000
0.1,0.63,1000
0.1,0.64,1000
0.1,0.65,1000
0.1,0.66,1000
0.1,0.67,1000
0.1,0.68,1000
0.1,0.69,1000
0.1,0.7,1000
0.1,0.71,1000
0.1,0.72,1000
0.1,0.73,1000
0.1,0.74,1000
0.1,0.75,1000
0.1,0.76,1000
0.1,0.77,1000
0.1,0.78,1000
0.1,0.79,1000
0.1,0.8,1000
0.1,0.81,1000
0.1,0.82,1000
0.1,0.83,1000
0.1,0.84,1000
0.1,0.85,1000
0.1,0.86,1000
0.1,0.87,1000
0.1,0.88,1000
0.1,0.89,1000
0.1,0.9,1000
0.1,0.91,1000
0.1,0.92,1000
0.1,0.93,1000
0.1,0.94,1000
0.1,0.95,1000
0.1,0.96,26
0.1,0.97,24.444
0.1,0.98,19.375
0.1,0.99,13.7
0.1,1,11.2
0.11,0.6,1000
0.11,0.61,1000
0.11,0.62,1000
0.11,0.63,1000
0.11,0.64,1000
0.11,0.65,1000
0.11,0.66,1000
0.11,0.67,1000
0.11,0.68,1000
0.11,0.69,1000
0.11,0.7,1000
0.11,0.71,1000
0.11,0.72,1000
0.11,0.73,1000
0.11,0.74,1000
0.11,0.75,1000
0.11,0.76,1000
0.11,0.77,1000
0.11,0.78,1000
0.11,0.79,1000
0.11,0.8,1000
0.11,0.81,1000
0.11,0.82,1000
0.11,0.83,1000
0.11,0.84,1000
0.11,0.85,1000
0.11,0.86,1000
0.11,0.87,1000
0.11,0.88,1000
0.11,0.89,1000
0.11,0.9,1000
0.11,0.91,1000
0.11,0.92,1000
0.11,0.93,1000
0.11,0.94,1000
0.11,0.95,1000
0.11,0.96,28.5
0.11,0.97,23.833
0.11,0.98,19.375
0.11,0.99,14.9
0.11,1,10.5
0.12,0.6,1000
0.12,0.61,1000
0.12,0.62,1000
0.12,0.63,1000
0.12,0.64,1000
0.12,0.65,1000
0.12,0.66,1000
0.12,0.67,1000
0.12,0.68,1000
0.12,0.69,1000
0.12,0.7,1000
0.12,0.71,1000
0.12,0.72,1000
0.12,0.73,1000
0.12,0.74,1000
0.12,0.75,1000
0.12,0.76,1000
0.12,0.77,1000
0.12,0.78,1000
0.12,0.79,1000
0.12,0.8,1000
0.12,0.81,1000
0.12,0.82,1000
0.12,0.83,1000
0.12,0.84,1000
0.12,0.85,1000
0.12,0.86,1000
0.12,0.87,1000
0.12,0.88,1000
0.12,0.89,1000
0.12,0.9,1000
0.12,0.91,1000
0.12,0.92,1000
0.12,0.93,1000
0.12,0.94,1000
0.12,0.95,1000
0.12,0.96,25
0.12,0.97,31.667
0.12,0.98,22.1
0.12,0.99,19.3
0.12,1,13.4
0.13,0.6,1000
0.13,0.61,1000
0.13,0.62,1000
0.13,0.63,1000
0.13,0.64,1000
0.13,0.65,1000
0.13,0.66,1000
0.13,0.67,1000
0.13,0.68,1000
0.13,0.69,1000
0.13,0.7,1000
0.13,0.71,1000
0.13,0.72,1000
0.13,0.73,1000
0.13,0.74,1000
0.13,0.75,1000
0.13,0.76,1000
0.13,0.77,1000
0.13,0.78,1000
0.13,0.79,1000
0.13,0.8,1000
0.13,0.81,1000
0.13,0.82,1000
0.13,0.83,1000
0.13,0.84,1000
0.13,0.85,1000
0.13,0.86,1000
0.13,0.87,1000
0.13,0.88,1000
0.13,0.89,1000
0.13,0.9,1000
0.13,0.91,1000
0.13,0.92,1000
0.13,0.93,1000
0.13,0.94,1000
0.13,0.95,1000
0.13,0.96,1000
0.13,0.97,33.429
0.13,0.98,26.375
0.13,0.99,24.5
0.13,1,18
0.14,0.6,1000
0.14,0.61,1000
0.14,0.62,1000
0.14,0.63,1000
0.14,0.64,1000
0.14,0.65,1000
0.14,0.66,1000
0.14,0.67,1000
0.14,0.68,1000
0.14,0.69,1000
0.14,0.7,1000
0.14,0.71,1000
0.14,0.72,1000
0.14,0.73,1000
0.14,0.74,1000
0.14,0.75,1000
0.14,0.76,1000
0.14,0.77,1000
0.14,0.78,1000
0.14,0.79,1000
0.14,0.8,1000
0.14,0.81,1000
0.14,0.82,1000
0.14,0.83,1000
0.14,0.84,1000
0.14,0.85,1000
0.14,0.86,1000
0.14,0.87,1000
0.14,0.88,1000
0.14,0.89,1000
0.14,0.9,1000
0.14,0.91,1000
0.14,0.92,1000
0.14,0.93,1000
0.14,0.94,1000
0.14,0.95,1000
0.14,0.96,41.5
0.14,0.97,36.75
0.14,0.98,30
0.14,0.99,25.556
0.14,1,21.8
0.15,0.6,1000
0.15,0.61,1000
0.15,0.62,1000
0.15,0.63,1000
0.15,0.64,1000
0.15,0.65,1000
0.15,0.66,1000
0.15,0.67,1000
0.15,0.68,1000
0.15,0.69,1000
0.15,0.7,1000
0.15,0.71,1000
0.15,0.72,1000
0.15,0.73,1000
0.15,0.74,1000
0.15,0.75,1000
0.15,0.76,1000
0.15,0.77,1000
0.15,0.78,1000
0.15,0.79,1000
0.15,0.8,1000
0.15,0.81,1000
0.15,0.82,1000
0.15,0.83,1000
0.15,0.84,1000
0.15,0.85,1000
0.15,0.86,1000
0.15,0.87,1000
0.15,0.88,1000
0.15,0.89,1000
0.15,0.9,1000
0.15,0.91,1000
0.15,0.92,1000
0.15,0.93,1000
0.15,0.94,1000
0.15,0.95,69
0.15,0.96,59
0.15,0.97,43.625
0.15,0.98,36.6
0.15,0.99,36.7
0.15,1,28.7
0.16,0.6,1000
0.16,0.61,1000
0.16,0.62,1000
0.16,0.63,1000
0.16,0.64,1000
0.16,0.65,1000
0.16,0.66,1000
0.16,0.67,1000
0.16,0.68,1000
0.16,0.69,1000
0.16,0.7,1000
0.16,0.71,1000
0.16,0.72,1000
0.16,0.73,1000
0.16,0.74,1000
0.16,0.75,1000
0.16,0.76,1000
0.16,0.77,1000
0.16,0.78,1000
0.16,0.79,1000
0.16,0.8,1000
0.16,0.81,1000
0.16,0.82,1000
0.16,0.83,1000
0.16,0.84,1000
0.16,0.85,1000
0.16,0.86,1000
0.16,0.87,1000
0.16,0.88,1000
0.16,0.89,1000
0.16,0.9,1000
0.16,0.91,1000
0.16,0.92,1000
0.16,0.93,1000
0.16,0.94,1000
0.16,0.95,1000
0.16,0.96,63.5
0.16,0.97,57.25
0.16,0.98,55
0.16,0.99,47.1
0.16,1,43.556
0.17,0.6,1000
0.17,0.61,1000
0.17,0.62,1000
0.17,0.63,1000
0.17,0.64,1000
0.17,0.65,1000
0.17,0.66,1000
0.17,0.67,1000
0.17,0.68,1000
0.17,0.69,1000
0.17,0.7,1000
0.17,0.71,1000
0.17,0.72,1000
0.17,0.73,1000
0.17,0.74,1000
0.17,0.75,1000
0.17,0.76,1000
0.17,0.77,1000
0.17,0.78,1000
0.17,0.79,1000
0.17,0.8,1000
0.17,0.81,1000
0.17,0.82,1000
0.17,0.83,1000
0.17,0.84,1000
0.17,0.85,1000
0.17,0.86,1000
0.17,0.87,1000
0.17,0.88,1000
0.17,0.89,1000
0.17,0.9,1000
0.17,0.91,1000
0.17,0.92,1000
0.17,0.93,1000
0.17,0.94,1000
0.17,0.95,1000
0.17,0.96,1000
0.17,0.97,97
0.17,0.98,60
0.17,0.99,78.667
0.17,1,63
0.18,0.6,1000
0.18,0.61,1000
0.18,0.62,1000
0.18,0.63,1000
0.18,0.64,1000
0.18,0.65,1000
0.18,0.66,1000
0.18,0.67,1000
0.18,0.68,1000
0.18,0.69,1000
0.18,0.7,1000
0.18,0.71,1000
0.18,0.72,1000
0.18,0.73,1000
0.18,0.74,1000
0.18,0.75,1000
0.18,0.76,1000
0.18,0.77,1000
0.18,0.78,1000
0.18,0.79,1000
0.18,0.8,1000
0.18,0.81,1000
0.18,0.82,1000
0.18,0.83,1000
0.18,0.84,1000
0.18,0.85,1000
0.18,0.86,1000
0.18,0.87,1000
0.18,0.88,1000
0.18,0.89,1000
0.18,0.9,1000
0.18,0.91,1000
0.18,0.92,1000
0.18,0.93,1000
0.18,0.94,1000
0.18,0.95,1000
0.18,0.96,500
0.18,0.97,500
0.18,0.98,500
0.18,0.99,500
0.18,1,500
0.19,0.6,1000
0.19,0.61,1000
0.19,0.62,1000
0.19,0.63,1000
0.19,0.64,1000
0.19,0.65,1000
0.19,0.66,1000
0.19,0.67,1000
0.19,0.68,1000
0.19,0.69,1000
0.19,0.7,1000
0.19,0.71,1000
0.19,0.72,1000
0.19,0.73,1000
0.19,0.74,1000
0.19,0.75,1000
0.19,0.76,1000
0.19,0.77,1000
0.19,0.78,1000
0.19,0.79,1000
0.19,0.8,1000
0.19,0.81,1000
0.19,0.82,1000
0.19,0.83,1000
0.19,0.84,1000
0.19,0.85,1000
0.19,0.86,1000
0.19,0.87,1000
0.19,0.88,1000
0.19,0.89,1000
0.19,0.9,1000
0.19,0.91,1000
0.19,0.92,1000
0.19,0.93,1000
0.19,0.94,1000
0.19,0.95,1000
0.19,0.96,500
0.19,0.97,500
0.19,0.98,500
0.19,0.99,500
0.19,1,500
0.2,0.6,1000
0.2,0.61,1000
0.2,0.62,1000
0.2,0.63,1000
0.2,0.64,1000
0.2,0.65,1000
0.2,0.66,1000
0.2,0.67,1000
0.2,0.68,1000
0.2,0.69,1000
0.2,0.7,1000
0.2,0.71,1000
0.2,0.72,1000
0.2,0.73,1000
0.2,0.74,1000
0.2,0.75,1000
0.2,0.76,1000
0.2,0.77,1000
0.2,0.78,1000
0.2,0.79,1000
0.2,0.8,1000
0.2,0.81,1000
0.2,0.82,1000
0.2,0.83,1000
0.2,0.84,1000
0.2,0.85,1000
0.2,0.86,1000
0.2,0.87,1000
0.2,0.88,1000
0.2,0.89,1000
0.2,0.9,1000
0.2,0.91,1000
0.2,0.92,1000
0.2,0.93,1000
0.2,0.94,1000
0.2,0.95,1000
0.2,0.96,1000
0.2,0.97,500
0.2,0.98,500
0.2,0.99,500
0.2,1,500
0.21,0.6,1000
0.21,0.61,1000
0.21,0.62,1000
0.21,0.63,1000
0.21,0.64,1000
0.21,0.65,1000
0.21,0.66,1000
0.21,0.67,1000
0.21,0.68,1000
0.21,0.69,1000
0.21,0.7,1000
0.21,0.71,1000
0.21,0.72,1000
0.21,0.73,1000
0.21,0.74,1000
0.21,0.75,1000
0.21,0.76,1000
0.21,0.77,1000
0.21,0.78,1000
0.21,0.79,1000
0.21,0.8,1000
0.21,0.81,1000
0.21,0.82,1000
0.21,0.83,1000
0.21,0.84,1000
0.21,0.85,1000
0.21,0.86,1000
0.21,0.87,1000
0.21,0.88,1000
0.21,0.89,1000
0.21,0.9,1000
0.21,0.91,1000
0.21,0.92,1000
0.21,0.93,1000
0.21,0.94,1000
0.21,0.95,1000
0.21,0.96,1000
0.21,0.97,500
0.21,0.98,500
0.21,0.99,500
0.21,1,500
0.22,0.6,1000
0.22,0.61,1000
0.22,0.62,1000
0.22,0.63,1000
0.22,0.64,1000
0.22,0.65,1000
0.22,0.66,1000
0.22,0.67,1000
0.22,0.68,1000
0.22,0.69,1000
0.22,0.7,1000
0.22,0.71,1000
0.22,0.72,1000
0.22,0.73,1000
0.22,0.74,1000
0.22,0.75,1000
0.22,0.76,1000
0.22,0.77,1000
0.22,0.78,1000
0.22,0.79,1000
0.22,0.8,1000
0.22,0.81,1000
0.22,0.82,1000
0.22,0.83,1000
0.22,0.84,1000
0.22,0.85,1000
0.22,0.86,1000
0.22,0.87,1000
0.22,0.88,1000
0.22,0.89,1000
0.22,0.9,1000
0.22,0.91,1000
0.22,0.92,1000
0.22,0.93,1000
0.22,0.94,1000
0.22,0.95,1000
0.22,0.96,1000
0.22,0.97,500
0.22,0.98,500
0.22,0.99,500
0.22,1,500
0.23,0.6,1000
0.23,0.61,1000
0.23,0.62,1000
0.23,0.63,1000
0.23,0.64,1000
0.23,0.65,1000
0.23,0.66,1000
0.23,0.67,1000
0.23,0.68,1000
0.23,0.69,1000
0.23,0.7,1000
0.23,0.71,1000
0.23,0.72,1000
0.23,0.73,1000
0.23,0.74,1000
0.23,0.75,1000
0.23,0.76,1000
0.23,0.77,1000
0.23,0.78,1000
0.23,0.79,1000
0.23,0.8,1000
0.23,0.81,1000
0.23,0.82,1000
0.23,0.83,1000
0.23,0.84,1000
0.23,0.85,1000
0.23,0.86,1000
0.23,0.87,1000
0.23,0.88,1000
0.23,0.89,1000
0.23,0.9,1000
0.23,0.91,1000
0.23,0.92,1000
0.23,0.93,1000
0.23,0.94,1000
0.23,0.95,1000
0.23,0.96,1000
0.23,0.97,500
0.23,0.98,500
0.23,0.99,500
0.23,1,500
0.24,0.6,1000
0.24,0.61,1000
0.24,0.62,1000
0.24,0.63,1000
0.24,0.64,1000
0.24,0.65,1000
0.24,0.66,1000
0.24,0.67,1000
0.24,0.68,1000
0.24,0.69,1000
0.24,0.7,1000
0.24,0.71,1000
0.24,0.72,1000
0.24,0.73,1000
0.24,0.74,1000
0.24,0.75,1000
0.24,0.76,1000
0.24,0.77,1000
0.24,0.78,1000
0.24,0.79,1000
0.24,0.8,1000
0.24,0.81,1000
0.24,0.82,1000
0.24,0.83,1000
0.24,0.84,1000
0.24,0.85,1000
0.24,0.86,1000
0.24,0.87,1000
0.24,0.88,1000
0.24,0.89,1000
0.24,0.9,1000
0.24,0.91,1000
0.24,0.92,1000
0.24,0.93,1000
0.24,0.94,1000
0.24,0.95,1000
0.24,0.96,1000
0.24,0.97,500
0.24,0.98,500
0.24,0.99,500
0.24,1,500
0.25,0.6,1000
0.25,0.61,1000
0.25,0.62,1000
0.25,0.63,1000
0.25,0.64,1000
0.25,0.65,1000
0.25,0.66,1000
0.25,0.67,1000
0.25,0.68,1000
0.25,0.69,1000
0.25,0.7,1000
0.25,0.71,1000
0.25,0.72,1000
0.25,0.73,1000
0.25,0.74,1000
0.25,0.75,1000
0.25,0.76,1000
0.25,0.77,1000
0.25,0.78,1000
0.25,0.79,1000
0.25,0.8,1000
0.25,0.81,1000
0.25,0.82,1000
0.25,0.83,1000
0.25,0.84,1000
0.25,0.85,1000
0.25,0.86,1000
0.25,0.87,1000
0.25,0.88,1000
0.25,0.89,1000
0.25,0.9,1000
0.25,0.91,1000
0.25,0.92,1000
0.25,0.93,1000
0.25,0.94,1000
0.25,0.95,1000
0.25,0.96,1000
0.25,0.97,500
0.25,0.98,500
0.25,0.99,500
0.25,1,500
0.26,0.6,1000
0.26,0.61,1000
0.26,0.62,1000
0.26,0.63,1000
0.26,0.64,1000
0.26,0.65,1000
0.26,0.66,1000
0.26,0.67,1000
0.26,0.68,1000
0.26,0.69,1000
0.26,0.7,1000
0.26,0.71,1000
0.26,0.72,1000
0.26,0.73,1000
0.26,0.74,1000
0.26,0.75,1000
0.26,0.76,1000
0.26,0.77,1000
0.26,0.78,1000
0.26,0.79,1000
0.26,0.8,1000
0.26,0.81,1000
0.26,0.82,1000
0.26,0.83,1000
0.26,0.84,1000
0.26,0.85,1000
0.26,0.86,1000
0.26,0.87,1000
0.26,0.88,1000
0.26,0.89,1000
0.26,0.9,1000
0.26,0.91,1000
0.26,0.92,1000
0.26,0.93,1000
0.26,0.94,1000
0.26,0.95,1000
0.26,0.96,1000
0.26,0.97,500
0.26,0.98,500
0.26,0.99,500
0.26,1,500
0.27,0.6,1000
0.27,0.61,1000
0.27,0.62,1000
0.27,0.63,1000
0.27,0.64,1000
0.27,0.65,1000
0.27,0.66,1000
0.27,0.67,1000
0.27,0.68,1000
0.27,0.69,1000
0.27,0.7,1000
0.27,0.71,1000
0.27,0.72,1000
0.27,0.73,1000
0.27,0.74,1000
0.27,0.75,1000
0.27,0.76,1000
0.27,0.77,1000
0.27,0.78,1000
0.27,0.79,1000
0.27,0.8,1000
0.27,0.81,1000
0.27,0.82,1000
0.27,0.83,1000
0.27,0.84,1000
0.27,0.85,1000
0.27,0.86,1000
0.27,0.87,1000
0.27,0.88,1000
0.27,0.89,1000
0.27,0.9,1000
0.27,0.91,1000
0.27,0.92,1000
0.27,0.93,1000
0.27,0.94,1000
0.27,0.95,1000
0.27,0.96,1000
0.27,0.97,500
0.27,0.98,500
0.27,0.99,500
0.27,1,500
0.28,0.6,1000
0.28,0.61,1000
0.28,0.62,1000
0.28,0.63,1000
0.28,0.64,1000
0.28,0.65,1000
0.28,0.66,1000
0.28,0.67,1000
0.28,0.68,1000
0.28,0.69,1000
0.28,0.7,1000
0.28,0.71,1000
0.28,0.72,1000
0.28,0.73,1000
0.28,0.74,1000
0.28,0.75,1000
0.28,0.76,1000
0.28,0.77,1000
0.28,0.78,1000
0.28,0.79,1000
0.28,0.8,1000
0.28,0.81,1000
0.28,0.82,1000
0.28,0.83,1000
0.28,0.84,1000
0.28,0.85,1000
0.28,0.86,1000
0.28,0.87,1000
0.28,0.88,1000
0.28,0.89,1000
0.28,0.9,1000
0.28,0.91,1000
0.28,0.92,1000
0.28,0.93,1000
0.28,0.94,1000
0.28,0.95,1000
0.28,0.96,1000
0.28,0.97,500
0.28,0.98,500
0.28,0.99,500
0.28,1,500
0.29,0.6,1000
0.29,0.61,1000
0.29,0.62,1000
0.29,0.63,1000
0.29,0.64,1000
0.29,0.65,1000
0.29,0.66,1000
0.29,0.67,1000
0.29,0.68,1000
0.29,0.69,1000
0.29,0.7,1000
0.29,0.71,1000
0.29,0.72,1000
0.29,0.73,1000
0.29,0.74,1000
0.29,0.75,1000
0.29,0.76,1000
0.29,0.77,1000
0.29,0.78,1000
0.29,0.79,1000
0.29,0.8,1000
0.29,0.81,1000
0.29,0.82,1000
0.29,0.83,1000
0.29,0.84,1000
0.29,0.85,1000
0.29,0.86,1000
0.29,0.87,1000
0.29,0.88,1000
0.29,0.89,1000
0.29,0.9,1000
0.29,0.91,1000
0.29,0.92,1000
0.29,0.93,1000
0.29,0.94,1000
0.29,0.95,1000
0.29,0.96,1000
0.29,0.97,1000
0.29,0.98,500
0.29,0.99,500
0.29,1,500
0.3,0.6,1000
0.3,0.61,1000
0.3,0.62,1000
0.3,0.63,1000
0.3,0.64,1000
0.3,0.65,1000
0.3,0.66,1000
0.3,0.67,1000
0.3,0.68,1000
0.3,0.69,1000
0.3,0.7,1000
0.3,0.71,1000
0.3,0.72,1000
0.3,0.73,1000
0.3,0.74,1000
0.3,0.75,1000
0.3,0.76,1000
0.3,0.77,1000
0.3,0.78,1000
0.3,0.79,1000
0.3,0.8,1000
0.3,0.81,1000
0.3,0.82,1000
0.3,0.83,1000
0.3,0.84,1000
0.3,0.85,1000
0.3,0.86,1000
0.3,0.87,1000
0.3,0.88,1000
0.3,0.89,1000
0.3,0.9,1000
0.3,0.91,1000
0.3,0.92,1000
0.3,0.93,1000
0.3,0.94,1000
0.3,0.95,1000
0.3,0.96,1000
0.3,0.97,1000
0.3,0.98,500
0.3,0.99,500
0.3,1,500
0.31,0.6,1000
0.31,0.61,1000
0.31,0.62,1000
0.31,0.63,1000
0.31,0.64,1000
0.31,0.65,1000
0.31,0.66,1000
0.31,0.67,1000
