Drive Homozygote Fitness,Introduction Frequency,Generations to 99% drive-carrying individuals
0.8,0.85,1000
0.8,0.86,1000
0.8,0.87,1000
0.8,0.88,10.333
0.8,0.89,9.7273
0.8,0.9,8.3889
0.8,0.91,5.85
0.8,0.92,5.75
0.8,0.93,4.55
0.8,0.94,3.45
0.8,0.95,3.25
0.8,0.96,2.7
0.8,0.97,2.4
0.8,0.98,1.05
0.8,0.99,1
0.8,1,1
0.81,0.6,1000
0.81,0.61,1000
0.81,0.62,1000
0.81,0.63,1000
0.81,0.64,1000
0.81,0.65,1000
0.81,0.66,1000
0.81,0.67,1000
0.81,0.68,1000
0.81,0.69,1000
0.81,0.7,1000
0.81,0.71,1000
0.81,0.72,1000
0.81,0.73,1000
0.81,0.74,1000
0.81,0.75,1000
0.81,0.76,1000
0.81,0.77,1000
0.81,0.78,1000
0.81,0.79,1000
0.81,0.8,1000
0.81,0.81,1000
0.81,0.82,1000
0.81,0.83,1000
0.81,0.84,1000
0.81,0.85,1000
0.81,0.86,1000
0.81,0.87,1000
0.81,0.88,14.333
0.81,0.89,11.429
0.81,0.9,9.3684
0.81,0.91,6.6
0.81,0.92,5.1
0.81,0.93,4.55
0.81,0.94,4
0.81,0.95,2.95
0.81,0.96,3
0.81,0.97,2.15
0.81,0.98,1
0.81,0.99,1
0.81,1,1
0.82,0.6,1000
0.82,0.61,1000
0.82,0.62,1000
0.82,0.63,1000
0.82,0.64,1000
0.82,0.65,1000
0.82,0.66,1000
0.82,0.67,1000
0.82,0.68,1000
0.82,0.69,1000
0.82,0.7,1000
0.82,0.71,1000
0.82,0.72,1000
0.82,0.73,1000
0.82,0.74,1000
0.82,0.75,1000
0.82,0.76,1000
0.82,0.77,1000
0.82,0.78,1000
0.82,0.79,1000
0.82,0.8,1000
0.82,0.81,1000
0.82,0.82,1000
0.82,0.83,1000
0.82,0.84,1000
0.82,0.85,1000
0.82,0.86,1000
0.82,0.87,14
0.82,0.88,12.4
0.82,0.89,8.5
0.82,0.9,7.5
0.82,0.91,6.45
0.82,0.92,4.75
0.82,0.93,4.4
0.82,0.94,3.85
0.82,0.95,3.05
0.82,0.96,2.35
0.82,0.97,2.4
0.82,0.98,1
0.82,0.99,1
0.82,1,1
0.83,0.6,1000
0.83,0.61,1000
0.83,0.62,1000
0.83,0.63,1000
0.83,0.64,1000
0.83,0.65,1000
0.83,0.66,1000
0.83,0.67,1000
0.83,0.68,1000
0.83,0.69,1000
0.83,0.7,1000
0.83,0.71,1000
0.83,0.72,1000
0.83,0.73,1000
0.83,0.74,1000
0.83,0.75,1000
0.83,0.76,1000
0.83,0.77,1000
0.83,0.78,1000
0.83,0.79,1000
0.83,0.8,1000
0.83,0.81,1000
0.83,0.82,1000
0.83,0.83,1000
0.83,0.84,1000
0.83,0.85,1000
0.83,0.86,14
0.83,0.87,1000
0.83,0.88,11.8
0.83,0.89,9.1765
0.83,0.9,7.55
0.83,0.91,6.45
0.83,0.92,4.6
0.83,0.93,4.1
0.83,0.94,3.15
0.83,0.95,3.05
0.83,0.96,2.5
0.83,0.97,2.15
0.83,0.98,1
0.83,0.99,1
0.83,1,1
0.84,0.6,1000
0.84,0.61,1000
0.84,0.62,1000
0.84,0.63,1000
0.84,0.64,1000
0.84,0.65,1000
0.84,0.66,1000
0.84,0.67,1000
0.84,0.68,1000
0.84,0.69,1000
0.84,0.7,1000
0.84,0.71,1000
0.84,0.72,1000
0.84,0.73,1000
0.84,0.74,1000
0.84,0.75,1000
0.84,0.76,1000
0.84,0.77,1000
0.84,0.78,1000
0.84,0.79,1000
0.84,0.8,1000
0.84,0.81,1000
0.84,0.82,1000
0.84,0.83,1000
0.84,0.84,1000
0.84,0.85,1000
0.84,0.86,21
0.84,0.87,13.667
0.84,0.88,9.7059
0.84,0.89,9
0.84,0.9,6.25
0.84,0.91,5.3
0.84,0.92,5.05
0.84,0.93,3.8
0.84,0.94,3.35
0.84,0.95,3.2
0.84,0.96,2.2
0.84,0.97,1.95
0.84,0.98,1.05
0.84,0.99,1
0.84,1,1
0.85,0.6,1000
0.85,0.61,1000
0.85,0.62,1000
0.85,0.63,1000
0.85,0.64,1000
0.85,0.65,1000
0.85,0.66,1000
0.85,0.67,1000
0.85,0.68,1000
0.85,0.69,1000
0.85,0.7,1000
0.85,0.71,1000
0.85,0.72,1000
0.85,0.73,1000
0.85,0.74,1000
0.85,0.75,1000
0.85,0.76,1000
0.85,0.77,1000
0.85,0.78,1000
0.85,0.79,1000
0.85,0.8,1000
0.85,0.81,1000
0.85,0.82,1000
0.85,0.83,1000
0.85,0.84,1000
0.85,0.85,1000
0.85,0.86,17
0.85,0.87,9.4
0.85,0.88,9.6429
0.85,0.89,8.0556
0.85,0.9,6.7
0.85,0.91,5.5
0.85,0.92,4.65
0.85,0.93,4.35
0.85,0.94,3.4
0.85,0.95,2.8
0.85,0.96,2.5
0.85,0.97,1.95
0.85,0.98,1
0.85,0.99,1
0.85,1,1
0.86,0.6,1000
0.86,0.61,1000
0.86,0.62,1000
0.86,0.63,1000
0.86,0.64,1000
0.86,0.65,1000
0.86,0.66,1000
0.86,0.67,1000
0.86,0.68,1000
0.86,0.69,1000
0.86,0.7,1000
0.86,0.71,1000
0.86,0.72,1000
0.86,0.73,1000
0.86,0.74,1000
0.86,0.75,1000
0.86,0.76,1000
0.86,0.77,1000
0.86,0.78,1000
0.86,0.79,1000
0.86,0.8,1000
0.86,0.81,1000
0.86,0.82,1000
0.86,0.83,1000
0.86,0.84,1000
0.86,0.85,1000
0.86,0.86,1000
0.86,0.87,9.5714
0.86,0.88,8.8235
0.86,0.89,7.95
0.86,0.9,7.25
0.86,0.91,5.35
0.86,0.92,5.1
0.86,0.93,4.25
0.86,0.94,3.7
0.86,0.95,2.8
0.86,0.96,2.4
0.86,0.97,2.15
0.86,0.98,1
0.86,0.99,1
0.86,1,1
0.87,0.6,1000
0.87,0.61,1000
0.87,0.62,1000
0.87,0.63,1000
0.87,0.64,1000
0.87,0.65,1000
0.87,0.66,1000
0.87,0.67,1000
0.87,0.68,1000
0.87,0.69,1000
0.87,0.7,1000
0.87,0.71,1000
0.87,0.72,1000
0.87,0.73,1000
0.87,0.74,1000
0.87,0.75,1000
0.87,0.76,1000
0.87,0.77,1000
0.87,0.78,1000
0.87,0.79,1000
0.87,0.8,1000
0.87,0.81,1000
0.87,0.82,1000
0.87,0.83,1000
0.87,0.84,1000
0.87,0.85,12
0.87,0.86,14.5
0.87,0.87,11.667
0.87,0.88,9.4737
0.87,0.89,7.45
0.87,0.9,6.5
0.87,0.91,5.65
0.87,0.92,4.85
0.87,0.93,4
0.87,0.94,3.4
0.87,0.95,2.9
0.87,0.96,2.4
0.87,0.97,1.9
0.87,0.98,1
0.87,0.99,1
0.87,1,1
0.88,0.6,1000
0.88,0.61,1000
0.88,0.62,1000
0.88,0.63,1000
0.88,0.64,1000
0.88,0.65,1000
0.88,0.66,1000
0.88,0.67,1000
0.88,0.68,1000
0.88,0.69,1000
0.88,0.7,1000
0.88,0.71,1000
0.88,0.72,1000
0.88,0.73,1000
0.88,0.74,1000
0.88,0.75,1000
0.88,0.76,1000
0.88,0.77,1000
0.88,0.78,1000
0.88,0.79,1000
0.88,0.8,1000
0.88,0.81,1000
0.88,0.82,1000
0.88,0.83,1000
0.88,0.84,1000
0.88,0.85,1000
0.88,0.86,13
0.88,0.87,12
0.88,0.88,8.9474
0.88,0.89,7.45
0.88,0.9,6
0.88,0.91,5.05
0.88,0.92,4.15
0.88,0.93,3.9
0.88,0.94,3.2
0.88,0.95,2.85
0.88,0.96,2.45
0.88,0.97,1.9
0.88,0.98,1.05
0.88,0.99,1
0.88,1,1
0.89,0.6,1000
0.89,0.61,1000
0.89,0.62,1000
0.89,0.63,1000
0.89,0.64,1000
0.89,0.65,1000
0.89,0.66,1000
0.89,0.67,1000
0.89,0.68,1000
0.89,0.69,1000
0.89,0.7,1000
0.89,0.71,1000
0.89,0.72,1000
0.89,0.73,1000
0.89,0.74,1000
0.89,0.75,1000
0.89,0.76,1000
0.89,0.77,1000
0.89,0.78,1000
0.89,0.79,1000
0.89,0.8,1000
0.89,0.81,1000
0.89,0.82,1000
0.89,0.83,1000
0.89,0.84,1000
0.89,0.85,15
0.89,0.86,11.833
0.89,0.87,11.846
0.89,0.88,9.5263
0.89,0.89,7.3
0.89,0.9,6.05
0.89,0.91,5.3
0.89,0.92,4.6
0.89,0.93,3.95
0.89,0.94,3.35
0.89,0.95,2.95
0.89,0.96,2.4
0.89,0.97,2
0.89,0.98,1
0.89,0.99,1
0.89,1,1
0.9,0.6,1000
0.9,0.61,1000
0.9,0.62,1000
0.9,0.63,1000
0.9,0.64,1000
0.9,0.65,1000
0.9,0.66,1000
0.9,0.67,1000
0.9,0.68,1000
0.9,0.69,1000
0.9,0.7,1000
0.9,0.71,1000
0.9,0.72,1000
0.9,0.73,1000
0.9,0.74,1000
0.9,0.75,1000
0.9,0.76,1000
0.9,0.77,1000
0.9,0.78,1000
0.9,0.79,1000
0.9,0.8,1000
0.9,0.81,1000
0.9,0.82,1000
0.9,0.83,1000
0.9,0.84,1000
0.9,0.85,10.5
0.9,0.86,12.1
0.9,0.87,9.875
0.9,0.88,7.7368
0.9,0.89,7.15
0.9,0.9,5.65
0.9,0.91,4.7
0.9,0.92,4.3
0.9,0.93,4.1
0.9,0.94,3.45
0.9,0.95,2.85
0.9,0.96,2.3
0.9,0.97,2
0.9,0.98,1
0.9,0.99,1
0.9,1,1
0.91,0.6,1000
0.91,0.61,1000
0.91,0.62,1000
0.91,0.63,1000
0.91,0.64,1000
0.91,0.65,1000
0.91,0.66,1000
0.91,0.67,1000
0.91,0.68,1000
0.91,0.69,1000
0.91,0.7,1000
0.91,0.71,1000
0.91,0.72,1000
0.91,0.73,1000
0.91,0.74,1000
0.91,0.75,1000
0.91,0.76,1000
0.91,0.77,1000
0.91,0.78,1000
0.91,0.79,1000
0.91,0.8,1000
0.91,0.81,1000
0.91,0.82,1000
0.91,0.83,1000
0.91,0.84,1000
0.91,0.85,12.6
0.91,0.86,12
0.91,0.87,8.0526
0.91,0.88,7.8
0.91,0.89,6.3
0.91,0.9,5.45
0.91,0.91,5.05
0.91,0.92,3.85
0.91,0.93,4.15
0.91,0.94,3.4
0.91,0.95,2.85
0.91,0.96,2.3
0.91,0.97,2.2
0.91,0.98,1
0.91,0.99,1
0.91,1,1
0.92,0.6,1000
0.92,0.61,1000
0.92,0.62,1000
0.92,0.63,1000
0.92,0.64,1000
0.92,0.65,1000
0.92,0.66,1000
0.92,0.67,1000
0.92,0.68,1000
0.92,0.69,1000
0.92,0.7,1000
0.92,0.71,1000
0.92,0.72,1000
0.92,0.73,1000
0.92,0.74,1000
0.92,0.75,1000
0.92,0.76,1000
0.92,0.77,1000
0.92,0.78,1000
0.92,0.79,1000
0.92,0.8,1000
0.92,0.81,1000
0.92,0.82,1000
0.92,0.83,1000
0.92,0.84,1000
0.92,0.85,16.143
0.92,0.86,10.611
0.92,0.87,9.2778
0.92,0.88,7.25
0.92,0.89,6.35
0.92,0.9,5.25
0.92,0.91,4.55
0.92,0.92,4.35
0.92,0.93,3.9
0.92,0.94,3.25
0.92,0.95,2.75
0.92,0.96,2.25
0.92,0.97,1.95
0.92,0.98,1
0.92,0.99,1
0.92,1,1
0.93,0.6,1000
0.93,0.61,1000
0.93,0.62,1000
0.93,0.63,1000
0.93,0.64,1000
0.93,0.65,1000
0.93,0.66,1000
0.93,0.67,1000
0.93,0.68,1000
0.93,0.69,1000
0.93,0.7,1000
0.93,0.71,1000
0.93,0.72,1000
0.93,0.73,1000
0.93,0.74,1000
0.93,0.75,1000
0.93,0.76,1000
0.93,0.77,1000
0.93,0.78,1000
0.93,0.79,1000
0.93,0.8,1000
0.93,0.81,1000
0.93,0.82,1000
0.93,0.83,1000
0.93,0.84,1000
0.93,0.85,12.5
0.93,0.86,11.056
0.93,0.87,8.35
0.93,0.88,6.9
0.93,0.89,5.85
0.93,0.9,5.1
0.93,0.91,4.6
0.93,0.92,3.9
0.93,0.93,3.6
0.93,0.94,3.2
0.93,0.95,2.95
0.93,0.96,2.2
0.93,0.97,2.15
0.93,0.98,1
0.93,0.99,1
0.93,1,1
0.94,0.6,1000
0.94,0.61,1000
0.94,0.62,1000
0.94,0.63,1000
0.94,0.64,1000
0.94,0.65,1000
0.94,0.66,1000
0.94,0.67,1000
0.94,0.68,1000
0.94,0.69,1000
0.94,0.7,1000
0.94,0.71,1000
0.94,0.72,1000
0.94,0.73,1000
0.94,0.74,1000
0.94,0.75,1000
0.94,0.76,1000
0.94,0.77,1000
0.94,0.78,1000
0.94,0.79,1000
0.94,0.8,1000
0.94,0.81,1000
0.94,0.82,1000
0.94,0.83,1000
0.94,0.84,17.5
0.94,0.85,12.923
0.94,0.86,10.8
0.94,0.87,8.25
0.94,0.88,6.85
0.94,0.89,6.2
0.94,0.9,5
0.94,0.91,4.6
0.94,0.92,4.25
0.94,0.93,3.4
0.94,0.94,3.3
0.94,0.95,2.45
0.94,0.96,2.25
0.94,0.97,1.8
0.94,0.98,1
0.94,0.99,1
0.94,1,1
0.95,0.6,1000
0.95,0.61,1000
0.95,0.62,1000
0.95,0.63,1000
0.95,0.64,1000
0.95,0.65,1000
0.95,0.66,1000
0.95,0.67,1000
0.95,0.68,1000
0.95,0.69,1000
0.95,0.7,1000
0.95,0.71,1000
0.95,0.72,1000
0.95,0.73,1000
0.95,0.74,1000
0.95,0.75,1000
0.95,0.76,1000
0.95,0.77,1000
0.95,0.78,1000
0.95,0.79,1000
0.95,0.8,1000
0.95,0.81,1000
0.95,0.82,1000
0.95,0.83,1000
0.95,0.84,12.5
0.95,0.85,10.235
0.95,0.86,9.4706
0.95,0.87,7.75
0.95,0.88,6.8
0.95,0.89,5.7
0.95,0.9,4.85
0.95,0.91,4.85
0.95,0.92,4.15
0.95,0.93,3.55
0.95,0.94,2.9
0.95,0.95,2.55
0.95,0.96,2.2
0.95,0.97,1.8
0.95,0.98,1
0.95,0.99,1
0.95,1,1
0.96,0.6,1000
0.96,0.61,1000
0.96,0.62,1000
0.96,0.63,1000
0.96,0.64,1000
0.96,0.65,1000
0.96,0.66,1000
0.96,0.67,1000
0.96,0.68,1000
0.96,0.69,1000
0.96,0.7,1000
0.96,0.71,1000
0.96,0.72,1000
0.96,0.73,1000
0.96,0.74,1000
0.96,0.75,1000
0.96,0.76,1000
0.96,0.77,1000
0.96,0.78,1000
0.96,0.79,1000
0.96,0.8,1000
0.96,0.81,1000
0.96,0.82,1000
0.96,0.83,1000
0.96,0.84,14.333
0.96,0.85,10.5
0.96,0.86,8.6316
0.96,0.87,7.7
0.96,0.88,6.45
0.96,0.89,5.5
0.96,0.9,4.9
0.96,0.91,4.4
0.96,0.92,3.95
0.96,0.93,3.5
0.96,0.94,3.15
0.96,0.95,2.8
0.96,0.96,2.15
0.96,0.97,1.85
0.96,0.98,1.05
0.96,0.99,1
0.96,1,1
0.97,0.6,1000
0.97,0.61,1000
0.97,0.62,1000
0.97,0.63,1000
0.97,0.64,1000
0.97,0.65,1000
0.97,0.66,1000
0.97,0.67,1000
0.97,0.68,1000
0.97,0.69,1000
0.97,0.7,1000
0.97,0.71,1000
0.97,0.72,1000
0.97,0.73,1000
0.97,0.74,1000
0.97,0.75,1000
0.97,0.76,1000
0.97,0.77,1000
0.97,0.78,1000
0.97,0.79,1000
0.97,0.8,1000
0.97,0.81,1000
0.97,0.82,1000
0.97,0.83,11.5
0.97,0.84,11.545
0.97,0.85,11.111
0.97,0.86,8.6
0.97,0.87,7.15
0.97,0.88,6.6
0.97,0.89,5.65
0.97,0.9,4.9
0.97,0.91,4.6
0.97,0.92,3.85
0.97,0.93,3.4
0.97,0.94,3
0.97,0.95,2.6
0.97,0.96,2.15
0.97,0.97,1.85
0.97,0.98,1
0.97,0.99,1
0.97,1,1
0.98,0.6,1000
0.98,0.61,1000
0.98,0.62,1000
0.98,0.63,1000
0.98,0.64,1000
0.98,0.65,1000
0.98,0.66,1000
0.98,0.67,1000
0.98,0.68,1000
0.98,0.69,1000
0.98,0.7,1000
0.98,0.71,1000
0.98,0.72,1000
0.98,0.73,1000
0.98,0.74,1000
0.98,0.75,1000
0.98,0.76,1000
0.98,0.77,1000
0.98,0.78,1000
0.98,0.79,1000
0.98,0.8,1000
0.98,0.81,1000
0.98,0.82,1000
0.98,0.83,41
0.98,0.84,14.692
0.98,0.85,10.278
0.98,0.86,7.5
0.98,0.87,6.7
0.98,0.88,6
0.98,0.89,5.45
0.98,0.9,4.8
0.98,0.91,4.6
0.98,0.92,3.75
0.98,0.93,3.35
0.98,0.94,3.2
0.98,0.95,2.45
0.98,0.96,2.1
0.98,0.97,1.9
0.98,0.98,1
0.98,0.99,1
0.98,1,1
0.99,0.6,1000
0.99,0.61,1000
0.99,0.62,1000
0.99,0.63,1000
0.99,0.64,1000
0.99,0.65,1000
0.99,0.66,1000
0.99,0.67,1000
0.99,0.68,1000
0.99,0.69,1000
0.99,0.7,1000
0.99,0.71,1000
0.99,0.72,1000
0.99,0.73,1000
0.99,0.74,1000
0.99,0.75,1000
0.99,0.76,1000
0.99,0.77,1000
0.99,0.78,1000
0.99,0.79,1000
0.99,0.8,1000
0.99,0.81,1000
0.99,0.82,16
0.99,0.83,15
0.99,0.84,13.235
0.99,0.85,9.3684
0.99,0.86,7.4
0.99,0.87,6.65
0.99,0.88,5.9
0.99,0.89,5.25
0.99,0.9,4.8
0.99,0.91,4.45
0.99,0.92,3.9
0.99,0.93,3.45
0.99,0.94,2.95
0.99,0.95,2.55
0.99,0.96,2.25
0.99,0.97,1.85
0.99,0.98,1
0.99,0.99,1
0.99,1,1
1,0.6,1000
1,0.61,1000
1,0.62,1000
1,0.63,1000
1,0.64,1000
1,0.65,1000
1,0.66,1000
1,0.67,1000
1,0.68,1000
1,0.69,1000
1,0.7,1000
1,0.71,1000
1,0.72,1000
1,0.73,1000
1,0.74,1000
1,0.75,1000
1,0.76,1000
1,0.77,1000
1,0.78,1000
1,0.79,1000
1,0.8,1000
1,0.81,1000
1,0.82,1000
1,0.83,12.556
1,0.84,11.471
1,0.85,8.2632
1,0.86,7.95
1,0.87,7
1,0.88,6.45
1,0.89,5.5
1,0.9,4.7
1,0.91,4.75
1,0.92,3.55
1,0.93,3.35
1,0.94,2.85
1,0.95,2.45
1,0.96,2.15
1,0.97,1.85
1,0.98,1.05
1,0.99,1
1,1,1
