Drive Homozygote Fitness,Introduction Frequency,Generations to 99% drive-carrying individuals
0.53,0.27,1000
0.53,0.28,1000
0.53,0.29,1000
0.53,0.3,1000
0.53,0.31,1000
0.53,0.32,1000
0.53,0.33,1000
0.53,0.34,1000
0.53,0.35,1000
0.53,0.36,1000
0.53,0.37,1000
0.53,0.38,1000
0.53,0.39,1000
0.53,0.4,1000
0.53,0.41,1000
0.53,0.42,1000
0.53,0.43,1000
0.53,0.44,1000
0.53,0.45,1000
0.53,0.46,1000
0.53,0.47,1000
0.53,0.48,1000
0.53,0.49,1000
0.53,0.5,1000
0.53,0.51,1000
0.53,0.52,1000
0.53,0.53,1000
0.53,0.54,1000
0.53,0.55,1000
0.53,0.56,1000
0.53,0.57,1000
0.53,0.58,1000
0.53,0.59,1000
0.53,0.6,1000
0.54,0,1000
0.54,0.01,1000
0.54,0.02,1000
0.54,0.03,1000
0.54,0.04,1000
0.54,0.05,1000
0.54,0.06,1000
0.54,0.07,1000
0.54,0.08,1000
0.54,0.09,1000
0.54,0.1,1000
0.54,0.11,1000
0.54,0.12,1000
0.54,0.13,1000
0.54,0.14,1000
0.54,0.15,1000
0.54,0.16,1000
0.54,0.17,1000
0.54,0.18,1000
0.54,0.19,1000
0.54,0.2,1000
0.54,0.21,1000
0.54,0.22,1000
0.54,0.23,1000
0.54,0.24,1000
0.54,0.25,1000
0.54,0.26,1000
0.54,0.27,1000
0.54,0.28,1000
0.54,0.29,1000
0.54,0.3,1000
0.54,0.31,1000
0.54,0.32,1000
0.54,0.33,1000
0.54,0.34,1000
0.54,0.35,1000
0.54,0.36,1000
0.54,0.37,1000
0.54,0.38,1000
0.54,0.39,1000
0.54,0.4,1000
0.54,0.41,1000
0.54,0.42,1000
0.54,0.43,1000
0.54,0.44,1000
0.54,0.45,1000
0.54,0.46,1000
0.54,0.47,1000
0.54,0.48,1000
0.54,0.49,1000
0.54,0.5,1000
0.54,0.51,1000
0.54,0.52,1000
0.54,0.53,1000
0.54,0.54,1000
0.54,0.55,1000
0.54,0.56,1000
0.54,0.57,1000
0.54,0.58,1000
0.54,0.59,1000
0.54,0.6,1000
0.55,0,1000
0.55,0.01,1000
0.55,0.02,1000
0.55,0.03,1000
0.55,0.04,1000
0.55,0.05,1000
0.55,0.06,1000
0.55,0.07,1000
0.55,0.08,1000
0.55,0.09,1000
0.55,0.1,1000
0.55,0.11,1000
0.55,0.12,1000
0.55,0.13,1000
0.55,0.14,1000
0.55,0.15,1000
0.55,0.16,1000
0.55,0.17,1000
0.55,0.18,1000
0.55,0.19,1000
0.55,0.2,1000
0.55,0.21,1000
0.55,0.22,1000
0.55,0.23,1000
0.55,0.24,1000
0.55,0.25,1000
0.55,0.26,1000
0.55,0.27,1000
0.55,0.28,1000
0.55,0.29,1000
0.55,0.3,1000
0.55,0.31,1000
0.55,0.32,1000
0.55,0.33,1000
0.55,0.34,1000
0.55,0.35,1000
0.55,0.36,1000
0.55,0.37,1000
0.55,0.38,1000
0.55,0.39,1000
0.55,0.4,1000
0.55,0.41,1000
0.55,0.42,1000
0.55,0.43,1000
0.55,0.44,1000
0.55,0.45,1000
0.55,0.46,1000
0.55,0.47,1000
0.55,0.48,1000
0.55,0.49,1000
0.55,0.5,1000
0.55,0.51,1000
0.55,0.52,1000
0.55,0.53,1000
0.55,0.54,1000
0.55,0.55,1000
0.55,0.56,1000
0.55,0.57,1000
0.55,0.58,1000
0.55,0.59,1000
0.55,0.6,1000
0.56,0,1000
0.56,0.01,1000
0.56,0.02,1000
0.56,0.03,1000
0.56,0.04,1000
0.56,0.05,1000
0.56,0.06,1000
0.56,0.07,1000
0.56,0.08,1000
0.56,0.09,1000
0.56,0.1,1000
0.56,0.11,1000
0.56,0.12,1000
0.56,0.13,1000
0.56,0.14,1000
0.56,0.15,1000
0.56,0.16,1000
0.56,0.17,1000
0.56,0.18,1000
0.56,0.19,1000
0.56,0.2,1000
0.56,0.21,1000
0.56,0.22,1000
0.56,0.23,1000
0.56,0.24,1000
0.56,0.25,1000
0.56,0.26,1000
0.56,0.27,1000
0.56,0.28,1000
0.56,0.29,1000
0.56,0.3,1000
0.56,0.31,1000
0.56,0.32,1000
0.56,0.33,1000
0.56,0.34,1000
0.56,0.35,1000
0.56,0.36,1000
0.56,0.37,1000
0.56,0.38,1000
0.56,0.39,1000
0.56,0.4,1000
0.56,0.41,1000
0.56,0.42,1000
0.56,0.43,1000
0.56,0.44,1000
0.56,0.45,1000
0.56,0.46,1000
0.56,0.47,1000
0.56,0.48,1000
0.56,0.49,1000
0.56,0.5,1000
0.56,0.51,1000
0.56,0.52,1000
0.56,0.53,1000
0.56,0.54,1000
0.56,0.55,1000
0.56,0.56,1000
0.56,0.57,1000
0.56,0.58,1000
0.56,0.59,1000
0.56,0.6,1000
0.57,0,1000
0.57,0.01,1000
0.57,0.02,1000
0.57,0.03,1000
0.57,0.04,1000
0.57,0.05,1000
0.57,0.06,1000
0.57,0.07,1000
0.57,0.08,1000
0.57,0.09,1000
0.57,0.1,1000
0.57,0.11,1000
0.57,0.12,1000
0.57,0.13,1000
0.57,0.14,1000
0.57,0.15,1000
0.57,0.16,1000
0.57,0.17,1000
0.57,0.18,1000
0.57,0.19,1000
0.57,0.2,1000
0.57,0.21,1000
0.57,0.22,1000
0.57,0.23,1000
0.57,0.24,1000
0.57,0.25,1000
0.57,0.26,1000
0.57,0.27,1000
0.57,0.28,1000
0.57,0.29,1000
0.57,0.3,1000
0.57,0.31,1000
0.57,0.32,1000
0.57,0.33,1000
0.57,0.34,1000
0.57,0.35,1000
0.57,0.36,1000
0.57,0.37,1000
0.57,0.38,1000
0.57,0.39,1000
0.57,0.4,1000
0.57,0.41,1000
0.57,0.42,1000
0.57,0.43,1000
0.57,0.44,1000
0.57,0.45,1000
0.57,0.46,1000
0.57,0.47,1000
0.57,0.48,1000
0.57,0.49,1000
0.57,0.5,1000
0.57,0.51,1000
0.57,0.52,1000
0.57,0.53,1000
0.57,0.54,1000
0.57,0.55,1000
0.57,0.56,1000
0.57,0.57,1000
0.57,0.58,1000
0.57,0.59,1000
0.57,0.6,1000
0.58,0,1000
0.58,0.01,1000
0.58,0.02,1000
0.58,0.03,1000
0.58,0.04,1000
0.58,0.05,1000
0.58,0.06,1000
0.58,0.07,1000
0.58,0.08,1000
0.58,0.09,1000
0.58,0.1,1000
0.58,0.11,1000
0.58,0.12,1000
0.58,0.13,1000
0.58,0.14,1000
0.58,0.15,1000
0.58,0.16,1000
0.58,0.17,1000
0.58,0.18,1000
0.58,0.19,1000
0.58,0.2,1000
0.58,0.21,1000
0.58,0.22,1000
0.58,0.23,1000
0.58,0.24,1000
0.58,0.25,1000
0.58,0.26,1000
0.58,0.27,1000
0.58,0.28,1000
0.58,0.29,1000
0.58,0.3,1000
0.58,0.31,1000
0.58,0.32,1000
0.58,0.33,1000
0.58,0.34,1000
0.58,0.35,1000
0.58,0.36,1000
0.58,0.37,1000
0.58,0.38,1000
0.58,0.39,1000
0.58,0.4,1000
0.58,0.41,1000
0.58,0.42,1000
0.58,0.43,1000
0.58,0.44,1000
0.58,0.45,1000
0.58,0.46,1000
0.58,0.47,1000
0.58,0.48,1000
0.58,0.49,1000
0.58,0.5,1000
0.58,0.51,1000
0.58,0.52,1000
0.58,0.53,1000
0.58,0.54,1000
0.58,0.55,1000
0.58,0.56,1000
0.58,0.57,1000
0.58,0.58,1000
0.58,0.59,1000
0.58,0.6,1000
0.59,0,1000
0.59,0.01,1000
0.59,0.02,1000
0.59,0.03,1000
0.59,0.04,1000
0.59,0.05,1000
0.59,0.06,1000
0.59,0.07,1000
0.59,0.08,1000
0.59,0.09,1000
0.59,0.1,1000
0.59,0.11,1000
0.59,0.12,1000
0.59,0.13,1000
0.59,0.14,1000
0.59,0.15,1000
0.59,0.16,1000
0.59,0.17,1000
0.59,0.18,1000
0.59,0.19,1000
0.59,0.2,1000
0.59,0.21,1000
0.59,0.22,1000
0.59,0.23,1000
0.59,0.24,1000
0.59,0.25,1000
0.59,0.26,1000
0.59,0.27,1000
0.59,0.28,1000
0.59,0.29,1000
0.59,0.3,1000
0.59,0.31,1000
0.59,0.32,1000
0.59,0.33,1000
0.59,0.34,1000
0.59,0.35,1000
0.59,0.36,1000
0.59,0.37,1000
0.59,0.38,1000
0.59,0.39,1000
0.59,0.4,1000
0.59,0.41,1000
0.59,0.42,1000
0.59,0.43,1000
0.59,0.44,1000
0.59,0.45,1000
0.59,0.46,1000
0.59,0.47,1000
0.59,0.48,1000
0.59,0.49,1000
0.59,0.5,1000
0.59,0.51,1000
0.59,0.52,1000
0.59,0.53,1000
0.59,0.54,1000
0.59,0.55,1000
0.59,0.56,1000
0.59,0.57,1000
0.59,0.58,1000
0.59,0.59,1000
0.59,0.6,1000
0.6,0,1000
0.6,0.01,1000
0.6,0.02,1000
0.6,0.03,1000
0.6,0.04,1000
0.6,0.05,1000
0.6,0.06,1000
0.6,0.07,1000
0.6,0.08,1000
0.6,0.09,1000
0.6,0.1,1000
0.6,0.11,1000
0.6,0.12,1000
0.6,0.13,1000
0.6,0.14,1000
0.6,0.15,1000
0.6,0.16,1000
0.6,0.17,1000
0.6,0.18,1000
0.6,0.19,1000
0.6,0.2,1000
0.6,0.21,1000
0.6,0.22,1000
0.6,0.23,1000
0.6,0.24,1000
0.6,0.25,1000
0.6,0.26,1000
0.6,0.27,1000
0.6,0.28,1000
0.6,0.29,1000
0.6,0.3,1000
0.6,0.31,1000
0.6,0.32,1000
0.6,0.33,1000
0.6,0.34,1000
0.6,0.35,1000
0.6,0.36,1000
0.6,0.37,1000
0.6,0.38,1000
0.6,0.39,1000
0.6,0.4,1000
0.6,0.41,1000
0.6,0.42,1000
0.6,0.43,1000
0.6,0.44,1000
0.6,0.45,1000
0.6,0.46,1000
0.6,0.47,1000
0.6,0.48,1000
0.6,0.49,1000
0.6,0.5,1000
0.6,0.51,1000
0.6,0.52,1000
0.6,0.53,1000
0.6,0.54,1000
0.6,0.55,1000
0.6,0.56,1000
0.6,0.57,1000
0.6,0.58,1000
0.6,0.59,1000
0.6,0.6,1000
0.61,0,1000
0.61,0.01,1000
0.61,0.02,1000
0.61,0.03,1000
0.61,0.04,1000
0.61,0.05,1000
0.61,0.06,1000
0.61,0.07,1000
0.61,0.08,1000
0.61,0.09,1000
0.61,0.1,1000
0.61,0.11,1000
0.61,0.12,1000
0.61,0.13,1000
0.61,0.14,1000
0.61,0.15,1000
0.61,0.16,1000
0.61,0.17,1000
0.61,0.18,1000
0.61,0.19,1000
0.61,0.2,1000
0.61,0.21,1000
0.61,0.22,1000
0.61,0.23,1000
0.61,0.24,1000
0.61,0.25,1000
0.61,0.26,1000
0.61,0.27,1000
0.61,0.28,1000
0.61,0.29,1000
0.61,0.3,1000
0.61,0.31,1000
0.61,0.32,1000
0.61,0.33,1000
0.61,0.34,1000
0.61,0.35,1000
0.61,0.36,1000
0.61,0.37,1000
0.61,0.38,1000
0.61,0.39,1000
0.61,0.4,1000
0.61,0.41,1000
0.61,0.42,1000
0.61,0.43,1000
0.61,0.44,1000
0.61,0.45,1000
0.61,0.46,1000
0.61,0.47,1000
0.61,0.48,1000
0.61,0.49,1000
0.61,0.5,1000
0.61,0.51,1000
0.61,0.52,1000
0.61,0.53,1000
0.61,0.54,1000
0.61,0.55,1000
0.61,0.56,1000
0.61,0.57,1000
0.61,0.58,1000
0.61,0.59,1000
0.61,0.6,1000
0.62,0,1000
0.62,0.01,1000
0.62,0.02,1000
0.62,0.03,1000
0.62,0.04,1000
0.62,0.05,1000
0.62,0.06,1000
0.62,0.07,1000
0.62,0.08,1000
0.62,0.09,1000
0.62,0.1,1000
0.62,0.11,1000
0.62,0.12,1000
0.62,0.13,1000
0.62,0.14,1000
0.62,0.15,1000
0.62,0.16,1000
0.62,0.17,1000
0.62,0.18,1000
0.62,0.19,1000
0.62,0.2,1000
0.62,0.21,1000
0.62,0.22,1000
0.62,0.23,1000
0.62,0.24,1000
0.62,0.25,1000
0.62,0.26,1000
0.62,0.27,1000
0.62,0.28,1000
0.62,0.29,1000
0.62,0.3,1000
0.62,0.31,1000
0.62,0.32,1000
0.62,0.33,1000
0.62,0.34,1000
0.62,0.35,1000
0.62,0.36,1000
0.62,0.37,1000
0.62,0.38,1000
0.62,0.39,1000
0.62,0.4,1000
0.62,0.41,1000
0.62,0.42,1000
0.62,0.43,1000
0.62,0.44,1000
0.62,0.45,1000
0.62,0.46,1000
0.62,0.47,1000
0.62,0.48,1000
0.62,0.49,1000
0.62,0.5,1000
0.62,0.51,1000
0.62,0.52,1000
0.62,0.53,1000
0.62,0.54,1000
0.62,0.55,1000
0.62,0.56,1000
0.62,0.57,1000
0.62,0.58,1000
0.62,0.59,1000
0.62,0.6,1000
0.63,0,1000
0.63,0.01,1000
0.63,0.02,1000
0.63,0.03,1000
0.63,0.04,1000
0.63,0.05,1000
0.63,0.06,1000
0.63,0.07,1000
0.63,0.08,1000
0.63,0.09,1000
0.63,0.1,1000
0.63,0.11,1000
0.63,0.12,1000
0.63,0.13,1000
0.63,0.14,1000
0.63,0.15,1000
0.63,0.16,1000
0.63,0.17,1000
0.63,0.18,1000
0.63,0.19,1000
0.63,0.2,1000
0.63,0.21,1000
0.63,0.22,1000
0.63,0.23,1000
0.63,0.24,1000
0.63,0.25,1000
0.63,0.26,1000
0.63,0.27,1000
0.63,0.28,1000
0.63,0.29,1000
0.63,0.3,1000
0.63,0.31,1000
0.63,0.32,1000
0.63,0.33,1000
0.63,0.34,1000
0.63,0.35,1000
0.63,0.36,1000
0.63,0.37,1000
0.63,0.38,1000
0.63,0.39,1000
0.63,0.4,1000
0.63,0.41,1000
0.63,0.42,1000
0.63,0.43,1000
0.63,0.44,1000
0.63,0.45,1000
0.63,0.46,1000
0.63,0.47,1000
0.63,0.48,1000
0.63,0.49,1000
0.63,0.5,1000
0.63,0.51,1000
0.63,0.52,1000
0.63,0.53,1000
0.63,0.54,1000
0.63,0.55,1000
0.63,0.56,1000
0.63,0.57,1000
0.63,0.58,1000
0.63,0.59,1000
0.63,0.6,1000
0.64,0,1000
0.64,0.01,1000
0.64,0.02,1000
0.64,0.03,1000
0.64,0.04,1000
0.64,0.05,1000
0.64,0.06,1000
0.64,0.07,1000
0.64,0.08,1000
0.64,0.09,1000
0.64,0.1,1000
0.64,0.11,1000
0.64,0.12,1000
0.64,0.13,1000
0.64,0.14,1000
0.64,0.15,1000
0.64,0.16,1000
0.64,0.17,1000
0.64,0.18,1000
0.64,0.19,1000
0.64,0.2,1000
0.64,0.21,1000
0.64,0.22,1000
0.64,0.23,1000
0.64,0.24,1000
0.64,0.25,1000
0.64,0.26,1000
0.64,0.27,1000
0.64,0.28,1000
0.64,0.29,1000
0.64,0.3,1000
0.64,0.31,1000
0.64,0.32,1000
0.64,0.33,1000
0.64,0.34,1000
0.64,0.35,1000
0.64,0.36,1000
0.64,0.37,1000
0.64,0.38,1000
0.64,0.39,1000
0.64,0.4,1000
0.64,0.41,1000
0.64,0.42,1000
0.64,0.43,1000
0.64,0.44,1000
0.64,0.45,1000
0.64,0.46,1000
0.64,0.47,1000
0.64,0.48,1000
0.64,0.49,1000
0.64,0.5,1000
0.64,0.51,1000
0.64,0.52,1000
0.64,0.53,1000
0.64,0.54,1000
0.64,0.55,1000
0.64,0.56,1000
0.64,0.57,1000
0.64,0.58,1000
0.64,0.59,1000
0.64,0.6,1000
0.65,0,1000
0.65,0.01,1000
0.65,0.02,1000
0.65,0.03,1000
0.65,0.04,1000
0.65,0.05,1000
0.65,0.06,1000
0.65,0.07,1000
0.65,0.08,1000
0.65,0.09,1000
0.65,0.1,1000
0.65,0.11,1000
0.65,0.12,1000
0.65,0.13,1000
0.65,0.14,1000
0.65,0.15,1000
0.65,0.16,1000
0.65,0.17,1000
0.65,0.18,1000
0.65,0.19,1000
0.65,0.2,1000
0.65,0.21,1000
0.65,0.22,1000
0.65,0.23,1000
0.65,0.24,1000
0.65,0.25,1000
0.65,0.26,1000
0.65,0.27,1000
0.65,0.28,1000
0.65,0.29,1000
0.65,0.3,1000
0.65,0.31,1000
0.65,0.32,1000
0.65,0.33,1000
0.65,0.34,1000
0.65,0.35,1000
0.65,0.36,1000
0.65,0.37,1000
0.65,0.38,1000
0.65,0.39,1000
0.65,0.4,1000
0.65,0.41,1000
0.65,0.42,1000
0.65,0.43,1000
0.65,0.44,1000
0.65,0.45,1000
0.65,0.46,1000
0.65,0.47,1000
0.65,0.48,1000
0.65,0.49,1000
0.65,0.5,1000
0.65,0.51,1000
0.65,0.52,1000
0.65,0.53,1000
0.65,0.54,1000
0.65,0.55,1000
0.65,0.56,1000
0.65,0.57,1000
0.65,0.58,1000
0.65,0.59,1000
0.65,0.6,11.4
0.66,0,1000
0.66,0.01,1000
0.66,0.02,1000
0.66,0.03,1000
0.66,0.04,1000
0.66,0.05,1000
0.66,0.06,1000
0.66,0.07,1000
0.66,0.08,1000
0.66,0.09,1000
0.66,0.1,1000
0.66,0.11,1000
0.66,0.12,1000
0.66,0.13,1000
0.66,0.14,1000
0.66,0.15,1000
0.66,0.16,1000
0.66,0.17,1000
0.66,0.18,1000
0.66,0.19,1000
0.66,0.2,1000
0.66,0.21,1000
0.66,0.22,1000
0.66,0.23,1000
0.66,0.24,1000
0.66,0.25,1000
0.66,0.26,1000
0.66,0.27,1000
0.66,0.28,1000
0.66,0.29,1000
0.66,0.3,1000
0.66,0.31,1000
0.66,0.32,1000
0.66,0.33,1000
0.66,0.34,1000
0.66,0.35,1000
0.66,0.36,1000
0.66,0.37,1000
0.66,0.38,1000
0.66,0.39,1000
0.66,0.4,1000
0.66,0.41,1000
0.66,0.42,1000
0.66,0.43,1000
0.66,0.44,1000
0.66,0.45,1000
0.66,0.46,1000
0.66,0.47,1000
0.66,0.48,1000
0.66,0.49,1000
0.66,0.5,1000
0.66,0.51,1000
0.66,0.52,1000
0.66,0.53,1000
0.66,0.54,1000
0.66,0.55,1000
0.66,0.56,1000
0.66,0.57,1000
0.66,0.58,1000
0.66,0.59,13.071
0.66,0.6,9.2
0.67,0,1000
0.67,0.01,1000
0.67,0.02,1000
0.67,0.03,1000
0.67,0.04,1000
0.67,0.05,1000
0.67,0.06,1000
0.67,0.07,1000
0.67,0.08,1000
0.67,0.09,1000
0.67,0.1,1000
0.67,0.11,1000
0.67,0.12,1000
0.67,0.13,1000
0.67,0.14,1000
0.67,0.15,1000
0.67,0.16,1000
0.67,0.17,1000
0.67,0.18,1000
0.67,0.19,1000
0.67,0.2,1000
0.67,0.21,1000
0.67,0.22,1000
0.67,0.23,1000
0.67,0.24,1000
0.67,0.25,1000
0.67,0.26,1000
0.67,0.27,1000
0.67,0.28,1000
0.67,0.29,1000
0.67,0.3,1000
0.67,0.31,1000
0.67,0.32,1000
0.67,0.33,1000
0.67,0.34,1000
0.67,0.35,1000
0.67,0.36,1000
0.67,0.37,1000
0.67,0.38,1000
0.67,0.39,1000
0.67,0.4,1000
0.67,0.41,1000
0.67,0.42,1000
0.67,0.43,1000
0.67,0.44,1000
0.67,0.45,1000
0.67,0.46,1000
0.67,0.47,1000
0.67,0.48,1000
0.67,0.49,1000
0.67,0.5,1000
0.67,0.51,1000
0.67,0.52,1000
0.67,0.53,1000
0.67,0.54,1000
0.67,0.55,1000
0.67,0.56,1000
0.67,0.57,1000
0.67,0.58,15.75
0.67,0.59,9.65
0.67,0.6,8.05
0.68,0,1000
0.68,0.01,1000
0.68,0.02,1000
0.68,0.03,1000
0.68,0.04,1000
0.68,0.05,1000
0.68,0.06,1000
0.68,0.07,1000
0.68,0.08,1000
0.68,0.09,1000
0.68,0.1,1000
0.68,0.11,1000
0.68,0.12,1000
0.68,0.13,1000
0.68,0.14,1000
0.68,0.15,1000
0.68,0.16,1000
0.68,0.17,1000
0.68,0.18,1000
0.68,0.19,1000
0.68,0.2,1000
0.68,0.21,1000
0.68,0.22,1000
0.68,0.23,1000
0.68,0.24,1000
0.68,0.25,1000
0.68,0.26,1000
0.68,0.27,1000
0.68,0.28,1000
0.68,0.29,1000
0.68,0.3,1000
0.68,0.31,1000
0.68,0.32,1000
0.68,0.33,1000
0.68,0.34,1000
0.68,0.35,1000
0.68,0.36,1000
0.68,0.37,1000
0.68,0.38,1000
0.68,0.39,1000
0.68,0.4,1000
0.68,0.41,1000
0.68,0.42,1000
0.68,0.43,1000
0.68,0.44,1000
0.68,0.45,1000
0.68,0.46,1000
0.68,0.47,1000
0.68,0.48,1000
0.68,0.49,1000
0.68,0.5,1000
0.68,0.51,1000
0.68,0.52,1000
0.68,0.53,1000
0.68,0.54,1000
0.68,0.55,1000
0.68,0.56,1000
0.68,0.57,13.333
0.68,0.58,10.25
0.68,0.59,8.3
0.68,0.6,7.25
0.69,0,1000
0.69,0.01,1000
0.69,0.02,1000
0.69,0.03,1000
0.69,0.04,1000
0.69,0.05,1000
0.69,0.06,1000
0.69,0.07,1000
0.69,0.08,1000
0.69,0.09,1000
0.69,0.1,1000
0.69,0.11,1000
0.69,0.12,1000
0.69,0.13,1000
0.69,0.14,1000
0.69,0.15,1000
0.69,0.16,1000
0.69,0.17,1000
0.69,0.18,1000
0.69,0.19,1000
0.69,0.2,1000
0.69,0.21,1000
0.69,0.22,1000
0.69,0.23,1000
0.69,0.24,1000
0.69,0.25,1000
0.69,0.26,1000
0.69,0.27,1000
0.69,0.28,1000
0.69,0.29,1000
0.69,0.3,1000
0.69,0.31,1000
0.69,0.32,1000
0.69,0.33,1000
0.69,0.34,1000
0.69,0.35,1000
0.69,0.36,1000
0.69,0.37,1000
0.69,0.38,1000
0.69,0.39,1000
0.69,0.4,1000
0.69,0.41,1000
0.69,0.42,1000
0.69,0.43,1000
0.69,0.44,1000
0.69,0.45,1000
0.69,0.46,1000
0.69,0.47,1000
0.69,0.48,1000
0.69,0.49,1000
0.69,0.5,1000
0.69,0.51,1000
0.69,0.52,1000
0.69,0.53,1000
0.69,0.54,1000
0.69,0.55,1000
0.69,0.56,14
0.69,0.57,11.211
0.69,0.58,8.55
0.69,0.59,7.4
0.69,0.6,7
0.7,0,1000
0.7,0.01,1000
0.7,0.02,1000
0.7,0.03,1000
0.7,0.04,1000
0.7,0.05,1000
0.7,0.06,1000
0.7,0.07,1000
0.7,0.08,1000
0.7,0.09,1000
0.7,0.1,1000
0.7,0.11,1000
0.7,0.12,1000
0.7,0.13,1000
0.7,0.14,1000
0.7,0.15,1000
0.7,0.16,1000
0.7,0.17,1000
0.7,0.18,1000
0.7,0.19,1000
0.7,0.2,1000
0.7,0.21,1000
0.7,0.22,1000
0.7,0.23,1000
0.7,0.24,1000
0.7,0.25,1000
0.7,0.26,1000
0.7,0.27,1000
0.7,0.28,1000
0.7,0.29,1000
0.7,0.3,1000
0.7,0.31,1000
0.7,0.32,1000
0.7,0.33,1000
0.7,0.34,1000
0.7,0.35,1000
0.7,0.36,1000
0.7,0.37,1000
0.7,0.38,1000
0.7,0.39,1000
0.7,0.4,1000
0.7,0.41,1000
0.7,0.42,1000
0.7,0.43,1000
0.7,0.44,1000
0.7,0.45,1000
0.7,0.46,1000
0.7,0.47,1000
